Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Senior UI Designer,Dubai,Atechy Group,"4,000-8,000","The Senior UI designer will be expected to lead and oversee the company’s entire UI strategy. Working closely with a team of designers, the Senior UI designer…",Senior,4,3/8/21
Product Designer (UX/UI),Dubai,SellAnyCar.com,None,"You are a full-stack product designer. SellAnyCar.com offers a new, safe and convenient way of selling your car throughout the Arab world.",None,None,3/18/21
UI/UX Designer,Dubai,Stride Web Studio LLP,"3,000-5,000","Proven work experience as a UI/UX Designer or similar role. UI/UX Designer responsibilities include gathering user requirements, designing graphic elements and…",None,1,3/17/21
UI / UX Graphic Designer,Dubai,Motivate Publishing,None,Motivate Media Group is inviting applicants to be engaged on a dedicated client project contractual from April 2021 – March 2022.,None,None,3/18/21
UI/UX Designer,Dubai,ARIX Digital,"5,000-8,000",Knowledge of design systems standards and principles and UI components libraries. Plan and conduct user research and competitor analysis.,None,5,3/7/21
"UI/UX, Branding expert, web designer",Dubai International Financial Center,Luna PR,"5,500","LunaPR is a marketing, PR, and Consultancy company based in Dubai. We are looking for someone who can help us with:",None,1,3/12/21
UX/UI Designer,Dubai,OWR Digital,"4,000-6,000","Modern UI frameworks, such as Material UI. UI usability design methods and metrics. Knowledge of building websites in line with best practice SEO and UI…",None,None,3/8/21
UI/ UX Designer,Dubai,MVP TECH,None,"Minimum 5 years of experience as an UI-UX Designer work for both web and mobile platforms. Working collaboratively with other designers, product design and…",None,None,3/4/21
UI / UX Designer,Dubai,TGC Consulting Middle East,None,"As a UI / UX Designer, you will be responsible for designing the overall functionality of customers' online journey, ensuring a market-leading user experience…",None,None,2/16/21
Website Designer,Dubai,ECS ME LLC,None,Proven work experience as a UI Designer or similar role. Demonstrable UI design skills with a strong portfolio. Strong experience in UX design.,None,None,3/3/21
UI/UX Designer,Dubai,ABBC Payment Services,None,"Strong communication skills collaborate with various designers and developers. Gathering and evaluating user requirements, in collaboration with other designers…",None,None,2/16/21
Web Designer,Dubai,Infuse,"3,000-4,000","Web Designer with advanced Photoshop Skills. Ability to design web layouts, UI / UX Elements from scratch using Photoshop or Similar Tools.",None,3,2/16/21
UI/UX Designer - INDEX Holding,Dubai,INDEX Holding,None,"Looking for Creative UI/UX Designer who has extended skills in front end development with HTML5, CSS3 and Bootstrap4. Design User Friendly Website layouts.",None,None,2/16/21
Product Designer II,Dubai,Talabat,None,"Minimum 2-4 years of full time UX & UI design experience in an agile consumer-focused, high-performance organizations. Sounds like your cup of tea?",None,None,3/8/21
UI/UX Designer-6 months Remote Job,Dubai,INDEX Holding,"4,000-5,000","Looking for Creative UI/UX Designer who has extended skills in front end development with HTML5, CSS3 and Bootstrap4. Design User Friendly Website layouts.",None,2,3/10/21
Senior UI UX Designer,Dubai,TenTwenty,None,"TenTwenty is looking for a passionate and talented senior UI UX Designer to join our enthusiastic team. Eager to learn, discuss and share knowledge with our…",Senior,None,2/16/21
UI/UX DESIGN INTERN,Dubai,AskMe,None,"Coordinating with outside agencies, art services, web designer, marketing, printers, and colleagues as necessary. A keen eye for aesthetics and details.",None,None,2/16/21
UI/UX Desinger,Dubai,Noon Ecommerce,None,"At least 2 years experience as an Interaction/ motion & UI/UX designer. At noon, we aspire to be the most customer-centric and relevant digital company in the…",None,None,2/25/21
UX Designer,Dubai,ECS ME LLC,None,"Develops, communicates, and maintains UI standards and requirements across teams. Gather and evaluate user requirements in collaboration with project manager…",None,None,3/3/21
UI UX Designer,Dubai,Marc Ellis Consulting,None,Work closely with the squad and other designers to create and iterate design concepts for the digital product suite.,None,None,3/11/21
Back End Web Developers,Dubai,Atechy Group,"4,000-8,000","Conduct UI tests and optimize performance. Collaborate with multidisciplinary team of designers, developers and system administrators.",None,,3/8/21
WordPress Specialist,Dubai,Atechy Group,"4,000-8,000","Coordinate and supervise other developers, designers, freelancers, and agencies work and delivery schedule to be on time.",None,5,3/10/21
Graphic Designer,Dubai,Deriv DMCC,None,"Keep up with the latest trends and techniques in design, UI, and UX. Our team We are the Product Design team, a group of designers, researchers, and…",None,None,2/16/21
UI/UX Designer,Dubai,NIXIQ DMCC,None,We currently have an open full-time position for an experienced and creative UI/UX Designer with 7+ years of experience to join our team!,None,None,2/16/21
Graphic Designer & Digital Marketing Manager,Dubai,Happenize,"4,000-5,000","Additionally, the Digital Marketer/Graphic Designer serves as a support team member to our clients ensuring a satisfactory end product design.",None,None,3/14/21
User Experience Designer (UXD),Dubai,SIGNATURE TECHNOLOGY DMCC,None,"Proven experience as a UX Designer, UI Designer or similar role. Work with UI designers to implement attractive designs. Job Description & Scope of Work *.",None,4,2/22/21
Product Designer II (Pay),Dubai,Careem,None,We're looking for someone who is not just creative but also to has an eye for detail for all things related to UI and UX.,None,None,3/9/21
UX/UI Designer,Dubai,Career Maker,None,"Overall Objective of the role: §Leverage your broad range of visual design capabilities to prototype, iterate, deliver and implement upon the UX/UI design of…",None,None,2/16/21
UI Designer,Dubai,TeamPlus Staffing Solution Pvt Ltd,None,Work with senior UX/UI designer to ensure any UI design changes help to complete the overall user experience and journey. A passion for Interaction Design.,None,None,2/16/21
UI/UX Designer,Dubai,We Search 360,None,Proven experience as a UX Designer and UI Designer. This is an opportunity to Join an R&D team as a UX/UI Designer. Find creative ways to solve UX problems.,None,3,2/16/21
UX/UI Designer,Dubai,Stanley James,None,We are currently recruiting a UX/UI Designer in Dubai on behalf of a leading European headquartered Digital Experience consultancy.,None,None,3/10/21
Shopify Expert,Dubai,Super Sponge,"5,000",UI and UX design skills are a plus. Shopify Expert + Web Developer/Designer. Super Sponge Technologies DMCC is looking to hire a skilled Shopify Expert and Web…,None,2,3/17/21
Web Designer,Dubai,Tomsher,None,Minimum 4 years experience as a web designer. Send your resume to hr@tomsher.com with Job Position(Web Designer) Interested candidates send your updated resume…,None,None,2/16/21
UI/UX Designer,Dubai,Talent Arabia,None,Web Designer Requirements and skills: Proven work experience as a UI/UX Designer or similar role. Develop UI mockups and prototypes that clearly illustrate how…,None,None,2/16/21
Front end Developer,Dubai,Snowfall,None,"Actively collaborate with a cross-functional team working with product owners, UI/UX designers, backend developers and QA at various stages of the development…",None,None,2/16/21
Graphic Design Intern,Dubai,Cleartrip,None,"Graphic Designer/ Marketing Assistant (Internship). The successful candidate will be an innovative, out-of-the-box thinker who strives for design excellence and…",None,None,3/14/21
Creative Graphic Designer,Dubai,Tomsher,None,Minimum 4 years experience as a creative graphic designer. Send your resume to hr@tomsher.com with Job Position(Graphic Designer) Interested candidates send…,None,None,2/16/21
Android Developer,Dubai,News in Bullets,"4,000-6,000","Responsive UI for all screen devices. Collaborating with UI and UX Designers, as well as Software Testers, to ensure that each app is presentable and in perfect…",None,2,3/14/21
Python developer,None,Crowd digital portal,None,Collaborate with UX/UI designers to implement design into the code. Senior Python and node.js Developer responsibilities include: Manage testing and bug fixes.,None,None,3/14/21
Senior UI Designer,Dubai,SevenTwenty,None,"After continued success in the region, our client is looking for a Senior UI Designer to join their team. It is essential that the designer has a naturally tech…",Senior,None,2/16/21
UI Developer,Dubai,TeamPlus Staffing Solution Pvt Ltd,None,Collaborate with back-end developers and web designers to improve usability. Its a contract job for 6 months+ Extendable. Create quality mockups and prototypes.,None,None,2/16/21
PRODUCT DESIGNER,Dubai,3Search,None,"I’m currently working with a VC backed FinTech start-up in Dubai, who are looking for a Product Designer to join their growing team over in Dubai.",None,None,2/16/21
Product Manager,Dubai,JRD Group,None,Collaborating with UX/UI Designers on Wireframing and Visual Design journeys. “Great companies are built on great products”. Are you a product genius?,None,None,2/16/21
Graphic Designer,Dubai,Salt Recruitment,None,Minimum 3 years of experience as a Graphic Designer in any Marketing/Advertising/Branding consultancy environment. Exceptional creative flair and design.,None,None,2/16/21
3D Designer,Dubai,SevenTwenty,None,"Hands-on experience with UI and/or UX. Due to their continuing growth, they are now looking for an experienced 3D Designer to join their passionate, agile and…",None,None,2/16/21
UI/UX Designer,Dubai,ACUBE INFOTECH,"2,000","Looking for UI/UX Designer for Tablet and Mobile Application. This will be a contractual job and the candidate must be able to design platform like figma, adobe…",None,None,2/28/21
UX Motion Designer,Dubai,Deriv DMCC,None,"Your role As our UX Motion Designer, you will help define our approach for motion across all platforms, set standards, and help train other designers to make…",None,None,2/16/21
Senior Front-end Developer,Dubai,TenTwenty,None,"You will work with the UI/UX designer and bridge the gap between visual design and technical implementation, taking an active role on both sides and defining…",Senior,None,2/16/21
Senior UX Writer,Dubai,Careem,None,"You’ll be working alongside PMs, designers, researchers and engineers with a relentless focus on user experience and the ability to clearly articulate how and…",Senior,None,2/24/21
UX Designer,Dubai,Salt Recruitment,None,"This candidate will be responsible for building a clean and effective user experience for our customers. By working cross-functionally, this candidate will…",None,None,2/16/21
"Product Design Lead - Remote or Dubai, UAE",Dubai,Mamo,None,Every designer wishes to build a simple and lovable product with profound uptake in usage. But not every designer understands that the road to it is not an easy…,None,None,2/16/21
Android Developer,Dubai,S4M,None,"This includes everything from pixel perfect UI implementations to performance optimization, API implementation and bug hunting.",None,None,2/16/21
iOS Developer,Dubai,S4M,None,"Experience working closely with designers and product managers. This includes everything from pixel perfect UI implementations to performance optimization, API…",None,None,2/16/21
Front End Developer,Dubai,Plum Jobs,None,Minimum 4 years' experience as a frontend web desginer and developer with strong experience in dynamic UI design and data validation.,None,None,2/16/21
Sr. Android Programmer,Dubai,Reliance HR Consultancy,None," Strong knowledge of Android UI design principles, patterns, and best practices.  Working closely with Product manager, designers, QA, technical Lead and team…",Senior,None,2/16/21
Sr. IOS Programmer,Dubai,Reliance HR Consultancy,None," Working closely with Product manager, designers, QA, technical Lead and team of developers to define and implement features and components of native mobile…",Senior,None,2/16/21
Senior Full Stack Developer,Dubai,MVP TECH,None,"Working alongside graphic designers for web design feature. Strong understanding of UI/ UX, and assuring a better UI/UX; Designing and developing the dashboard.",Senior,None,2/18/21
Mobile App Developer,Dubai,Intechnics,None,"Translate design specification into functional applications - Liaise with Graphical designer to integrate media assets - Design, build, and maintain efficient,…",None,None,2/16/21
3D Designer,Dubai,MCG&Co.,None,"Hands-on experience with UI and/or UX. Due to their continuing growth, they are now looking for an experienced 3D Designer to join their passionate, agile and…",None,None,2/16/21
