Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Payroll Coordinator,Abu Dhabi,Mandarin Oriental Hotel Group,None,"Must have mathematical skills, technical aptitude. Requesting installation from IT Department for HRIS users and coordinating with them for technical…",None,None,3/17/21
MANAGER - AVIATION MAINTENANCE PROGRAM,Abu Dhabi,GAL,None,May delegate authority and functions to the Ops Manager but must retain responsibility for all assigned Managers. Will also be responsible for:,None,None,2/23/21
Lifestyle Manager,Abu Dhabi,Yemnak,None,"Full Time, Based in U.A.E. The job holder is responsible for overseeing and executing all customer management related activities with at least 5 years of…",None,None,2/16/21
Factory Supervisor,Abu Dhabi,QAF Closets,"4,500-5,000",Factory managers oversee the workers and the equipment they operate on the factory floor. This job requires years of experience working on the factory floor and…,None,None,3/6/21
Procurement Specialist,Abu Dhabi,BeamTrail,None,"Purchasing materials on behalf of the Business according to required technical specifications, price, delivery schedule, and terms.",None,None,3/9/21
Road Inspector,Abu Dhabi,Jacobs,None,"You will also attend site management meetings and help project managers to plan work. With $13 billion in revenue and a talent force of more than 55,000, Jacobs…",None,None,3/5/21
Design Manager,Abu Dhabi,AECOM,None,"+ Support junior staff in activities to develop their technical excellence. + Assist PM, Lead Designer & Discipline Leads in preparing technical content of…",None,None,2/16/21
Risk Manager,Abu Dhabi,Jacobs,None,As the Risk Manager you will have oversight on managing the direct the day-to-day activities of the risk Management effort to achieve strategic goals.,None,None,2/16/21
Reservations Supervisor,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report to his supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,3/8/21
Client Relations Coordinator,Abu Dhabi,Nationwide Middle East Properties LLC,"3,500-4,000",Acquiring exclusive property from owners as per the target set by line manager. Client Relations Coordinator working under Client Relations Supervisor & Team…,None,None,3/7/21
Facility Management Supervisor,Abu Dhabi,MA Shine General Maintenance and Real Estate Manag...,"2,000-3,000",Undertaking technical and feasibility studies including site investigations. Maintaining professional and technical knowledge by attending educational workshops…,None,None,3/7/21
Campus Services Assistant,Abu Dhabi,Zayed University,None,Supports the Manager and Officer in. Knowledge & Technical Competency - Demonstrates proficiency in technical and job knowledge aspects of the position to…,None,None,2/16/21
Business Development Manager,Abu Dhabi,Ansamble Middle East Catering & Services,"6,000","Build technical and commercial offers. Determine annual unit and gross-profit plans by implementing sales strategies, trends and results.",None,2,3/8/21
Medical Representative & Sales Supervisor,Abu Dhabi,Al Inma Drug Store & Medical Equipments LLC,"12,000",➢ Delivers customer-centric activities in coordination with direct manager (RTD hospital meeting… etc ). ➢ Submits daily & monthly reports to direct manager as…,None,None,3/10/21
PROJECT ENGINEER,Abu Dhabi,Ghantoot Offshore Marine Industries LLC,"5,000-7,000","Discuss resource requirements/allocation with the project manager. Provide technical expertise, advice, and solutions to repair solutions.",None,None,3/13/21
Production Engineer,Abu Dhabi,Future Pipe Industries,None,"GM, Plant Manager, Production, QC, Technical, Maintenance, Delivery, Store, Projects, PED and Planning Departments. Communication Skills, English is a must.",None,None,2/23/21
Planner,Abu Dhabi,Hatch,None,Sound technical knowledge in a multi-discipline environment. Technical overview of work methods and techniques. Looking to take the next step in your career?,None,None,3/10/21
Real Estate Manager,Abu Dhabi,"Hill International, Inc",None,We are hiring a Real Estate Manager for one of our strategic clients in Abu Dhabi. Hill International is an international construction-consulting firm that…,None,None,2/16/21
Key Account Manager,Abu Dhabi,Delta Medical Est,None,"Ability to read, analyze, and interpret common scientific and technical journals, financial reports, legal documents and technical design drawings.",None,None,2/25/21
Marketing Manager- Jumeirah at Saadiyat Island Resort,Abu Dhabi,Jumeirah,None,"Marketing Manager- Jumeirah at Saadiyat Island Resort - (2100001L). Manage relationships with support, creative, media, social and performance digital media…",None,None,2/16/21
Executive Business Coordinator,Abu Dhabi,Alpin Limited,None,"Review with the Accountant the status of each contract, initiate requests for extensions in coordination with the Senior Manager - Technical Operations;",None,None,2/16/21
TECHNICIAN (IT/ELV Systems),Abu Dhabi,Golden Shield Security and Safety Systems,"3,000-4,000",Ability to follow instructions and complete technical report documentation. Will have to work under the directions of the Project Manager.,None,,3/16/21
Technical Business Analyst,Abu Dhabi,4th Wave,None,"Re Analyzing business and technical process in the bank and recommending best practices. Conducting periodic review meetings with Project Managers, Functional…",None,None,2/16/21
Commercial Manager,Abu Dhabi,Parsons,None,"Provides technical guidance to assigned personnel, and ensures proficiency and timeliness of contract administration. Minimum Clearance Required to Start:",None,None,2/16/21
Planning Engineer (Freelance),Abu Dhabi,M4 Contracting S.A.R.L. - Abu Dhabi,None,"Analyzing technical drawings and providing material and cost estimates. Communicating with managers, supervisors, and the rest of the team.",None,7,2/17/21
Site PMC Project Manager,Abu Dhabi,Wood Plc,None,"Carryout Technical Evaluation of Bids, Issue Bid Technical Clarifications, Technical Evaluation Reports and Recommendations.",None,None,3/1/21
Senior Project Manager - Content,Abu Dhabi,AECOM,None,Proven experience managing museum technical content. Maintain day to day contact with Assistant Project Managers. Builds and develops Client relationships -.,Senior,None,3/7/21
Electromechanical Sales Manager,Abu Dhabi,Mekalec General Trading Ltd,"4,500-6,500",Good technical knowledge on the electromechanical products. Technical knowledge on the electromechanical products will be a big advantage.,None,1,2/23/21
Admin cum Operations Coordinator,Mussafah,Power International,"2,000-3,000","Working closely with the Business Manager who has responsibility for the management accounts, you will also process day-to-day financial transactions.",None,None,2/16/21
Project Manager,Abu Dhabi,Five Continent,None,Core Responsibilities below are applicable for the CAPEX projects assigned to the Project Manager. Leading and Managing all Programme Management activities and…,None,None,3/10/21
Senior Project Manager,Abu Dhabi,KEO International Consultants,None,"Our newest opportunity is for a talented Senior Project Manager - Hospitality to join our award-winning team based in Abu Dhabi, UAE. We invite you to join us.",Senior,None,2/16/21
Reactor Engineering Manager,Abu Dhabi,Nawah Energy Company,None,Provide technical support on the ongoing fuel and core related issues to resolve any regulatory issues or technical issues.,None,None,2/16/21
Technical Sales Manager - Production Automation & Software,Abu Dhabi,Weatherford,None,The Technical Sales Manager is responsible for the delivery of the annual revenue target agreed with their Geozone Business Manager and Sales Director for their…,None,None,3/5/21
Manager-Threat Intelligence,Abu Dhabi,Digital14,None,"10+ years' experience working in a Cyber Threat intelligence, incident response, cyber hunt, or other technical information security positions.",None,None,2/16/21
Front Desk Agent,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report their supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,2/16/21
Sales Manager - Reverse Engineering,Abu Dhabi,SPX FLOW,None,"Collaborate with other Regional Sales Managers, sharing information and business opportunities. Possesses the ability to prepare and deliver both sales and…",None,None,2/16/21
Vice President – Talent Transformation,Abu Dhabi,Aldar,None,Design CDP/IDPs for eligible employees in liaise with their line managers. Counsel employees appropriately with line managers to improve motivation and career…,None,None,2/19/21
Account Manager,Abu Dhabi,GamaLearn,None,"A technical background in engineering, computer science, or Management Information Systems. Deliver product demos, provide insightful technical and pedagogical…",None,None,2/16/21
Account Manager,Abu Dhabi,Varonis,None,Partner with Sales Managers and Channel Managers to determine a strategic sales approach. Willingness to learn technical aspects of selling the Varonis product.,None,None,2/23/21
Senior Design Manager,Abu Dhabi,AECOM,None,"+ Excellent technical knowledge of multi-discipline A/E products & services. + Assist PM, Lead Designer & Discipline Leads in preparing technical content of…",Senior,None,2/16/21
IT Manager,Abu Dhabi,Al Fanar General Contracting LLC,None,Arrangement for technical trainings on the use of all respective modules. To Manage the IT Department totally and control the procurements initiated by the.,None,None,2/24/21
Audiovisual Support,Abu Dhabi,Al Makamin Recruitment Services,None,Updates line manager on status of projects or technical issues. Design and produce basic reports as requested by the line manager.,None,None,3/18/21
Accela - Technical Lead,Abu Dhabi,IRISSTAR Technologies,None,ACCELA Minimum 8 years of experience in software development and support 5-8 years of experience in technical lead role and software architecture/ design…,None,None,3/16/21
Estimator and Proposal Pricing Manager,Abu Dhabi,Parsons,None,"Provides technical guidance to lower-level Associate Estimators. Works closely with Technical teams, Project Managers and Financial Management to assess…",None,None,2/16/21
Senior Project Manager,Abu Dhabi,Five Continent,None,"Specifically, the Project Manager is individually responsible for the following: Developing the balance tender documents (Form of Tender, key dates milestones,…",Senior,None,3/10/21
Operation Executive - Joinery,Abu Dhabi,United Al Saqer Group,None,"And individuals (clients) along with Project Managers as required. Coordinating, following up, monitoring and assisting in the completion of all tasks and…",None,None,2/16/21
Senior Cost Manager,Abu Dhabi,Currie & Brown,None,"Good technical writing, client-facing and communication skills. Liaising with other managers to ensure efficient financial control.",Senior,None,2/16/21
Finance Manager,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,"Experience as Audit Manager is a plus. Key contractual arrangements, power plant basic technical understanding. Understanding of the Power Sector.",None,None,2/16/21
Bid Manager,Abu Dhabi,RecruitMe - Lebanon,None,"The Bid Manager shall own creating proposal response documents by working closely with the assigned bid team. UAE, Abu Dhabi Position Overview:",None,None,2/16/21
Technician (Mechanical),Abu Dhabi,Serco Plc,None,Technically competent with a clear technical understanding of buildings mechanical services and associated equipment. Make a difference every day.,None,None,3/15/21
Bar Manager - Velocity Bar,Abu Dhabi,"Marriott International, Inc",None,Reporting to the F&B Manager. Technical Acumen - Understands and utilizes professional skills and knowledge in a specific functional area to conduct.,None,None,2/16/21
Document Controller,Abu Dhabi,Engineering Unit General Contracting (EUGC),None,"We differentiate ourselves by offering you the best technicians, project managers and manpower, custom selected to fit all of your needs.",None,None,2/16/21
Head of Maintenance Planning,Abu Dhabi,Nawah Energy Company,None,"For plant mode, LCO’s and technical specification(s) in force to speed planning activities when these conditions are encountered.",None,None,2/16/21
Front End Software Engineer,Abu Dhabi,Schlumberger,None,"Interacts and engages with customers, users, and product managers and technical architects to understand needs and increase positive impact of users’ experience…",None,None,3/12/21
Credit & Collections Manager,Abu Dhabi,BD Select,None,Ability to manage bigger teams in a performance organization with ability to support a variety of business areas Technical skills.,None,None,2/20/21
Senior BIM Manager,Abu Dhabi,iTech Management Consultancy and Training LLC,None,"The Senior BIM Manager (Project Manager) is responsible for planning and executing assigned BIM projects profitably by meeting the allocated time, resources and…",Senior,None,2/16/21
SIGNAGE ESTIMATOR,Abu Dhabi,Super Sign Advertising,None,"Maintain technical knowledge by reviewing technical publications. Review bid request and project drawings to determine material and labor requirements, clarify…",None,None,2/16/21
Instrumentation Maintenance Supervisor,Abu Dhabi,Nawah Energy Company,None,Participate in technical review of operating license documents to ensure safe plant operation. Participate in the technical review of service contract documents…,None,None,2/16/21
Spa Receptionist,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report to his supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,3/2/21
Lighting Sales Manager,Abu Dhabi,Middle East Executive,None,Middle East Executive are currently recruiting a Lighting Sales Manager based in Abu Dhabi for one of the region’s largest and well-respected electrical and…,None,None,3/10/21
Senior Business Development Manager (GCC Operations),Abu Dhabi,Wood Plc,None,High commercial and technical acumen. Bachelor level degree in a technical or related field. Assist all Country / Contract managers and other operations…,Senior,None,3/13/21
Assistant Marketing Manager - Automotive,Abu Dhabi,TGC Consulting Middle East,None,We focus on providing exceptional talent across a number of skilled experts to meet your professional and technical talent requirements throughout Middle East.,None,None,3/3/21
"Delivery, Testing & Commissioning, System Manager",Abu Dhabi,Axiom Technologies,None,"EHS, Quality, Requirements Manager / Engineer. Guide the production of preliminary or final design signal drawings, technical specifications, technical reports,…",None,None,2/16/21
Business Development Manager,Abu Dhabi,Alef Education,None,"Deliver product demos, provide insightful technical and pedagogical answers, and articulate value for customers (phone, in-person, and at conferences).",None,None,2/16/21
Civil Structural Draughtsman,Abu Dhabi,Rejlers Finland & Abu Dhabi (UAE),None,The Civil Structural Draughtsman reports to the appointed manager. Ability to review and understand Client's technical documentation and requirements.,None,None,3/4/21
Assurance - BCR - Enterprise Risk Manager - Abu Dhabi,Abu Dhabi,PwC,None,"7-10 years relevant technical experience. As a Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy…",None,None,2/16/21
TEAM LEAD - AVIATION WORKSHOPS,Abu Dhabi,GAL,None,"Coordinates with shop supervisors on servicing & repair techniques and procedures according to all applicable directives, technical manuals, and standard…",None,None,2/16/21
Real Estate Manager - Arabic Speaker,Abu Dhabi,CG Resourcing,None,"Required to join a project management consultancy working with a prestigious client in Abu Dhabi. The successful candidate will get involved in planning,…",None,None,3/10/21
Sr Account Manager - HBT / SLS - Abu Dhabi,Abu Dhabi,Honeywell,None,"Provide expert technical input and solution reviews to proposal team on key bids. Demonstrated technical expertise in the ELV domain working on Operations,…",None,None,2/17/21
Assistant Director of Finance,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report to his supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,3/1/21
"Medical Representative, Al Ain – UAE",Al-Ayn,Acino Pharma,None,"This position is based in Al Ain, UAE and will report directly to the First Line Manager (FLM) – Abu Dhabi. To ensure outstanding personal and team knowledge,…",None,None,3/1/21
Sustainability Research Internship/Co-op,Abu Dhabi,Alpin Limited,None,"Good technical knowledge in sustainability and engineering; Be able to develop technical documents in English; HSE Roles, Responsibilities and Accountability:",None,None,2/16/21
Senior Consultant,Abu Dhabi,Alshaya Enterprises,None,"Maintains professional and technical knowledge by attending educational workshops, reviewing professional publications and establishing personal networks.",Senior,None,2/17/21
Senior Manager - Legal Counsel (Mergers and Acquisition),Abu Dhabi,Aldar,None,"Counsel and provide legal guidance on Mergers & Acquisitions. Manage and advise company personnel on strategic M&A transactions, primarily domestic but may also…",Senior,None,3/15/21
Electronic Security Project Manager,Abu Dhabi,CC Staffing International,None,"Maintain control of schedule, cost, safety and customer expectations/satisfaction at all times. Conduct inspections of worksite, ensuring work meets with…",None,None,2/16/21
Grounds and Gardens Technician,Abu Dhabi,VAMED Middle East,None,"VAMED's international portfolio comprises the entire value chain from project development via the planning and construction of a healthcare facility, to highly…",None,None,2/16/21
Commissioning Engineer,Abu Dhabi,Alpin Limited,None,Coordinate with customers and contractors to review the project scope of work and technical documents. Provide technical input on solutions to issues with…,None,None,2/16/21
Senior Development Manager,Abu Dhabi,Digital14,None,Ability to dive into technical details and eliminate ambiguity. Exceptional technical skills from extensive experience being an individual contributor working…,Senior,None,2/16/21
Assistant Director of Engineering,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report to his supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,2/19/21
Business Development Intern,Abu Dhabi,Alpin Limited,None,"Strategic Consultant and/or Technical operations Manager. The local team is composed of a diverse range of experts who lead their respective fields, including…",None,None,2/16/21
Systems Engineer - Gulf,Abu Dhabi,Palo Alto Networks,None,Understand and effectively present our security platform to technical and non-technical audiences. Continuous self-improvement and learning to maintain…,None,None,3/9/21
Civil Engineer,Abu Dhabi,MA Shine General Maintenance and Real Estate Manag...,"2,000-4,000",Undertaking technical and feasibility studies including site investigations. Maintaining professional and technical knowledge by attending educational workshops…,None,3,2/16/21
Regional Business Development Manager,Abu Dhabi,Siemens Energy,None,MS in Engineering (electrical or mechanical) or equivalent technical studies from an accredited university. In order to advance our business in the thriving and…,None,None,2/16/21
JUNIOR ARCHITECT,Abu Dhabi,Design Group,None,"To report to your line manager regularly on progress, and to communicate any potential technical or design problems in timely manner.",Junior,None,2/16/21
Design Discipline Pipeline Engineer,Abu Dhabi,Rejlers Finland & Abu Dhabi (UAE),None,Act as senior and interact with the project engineering manager for solving technical problems arising during project development. Home of the learning minds .,None,None,3/8/21
Technician (Carpenter / Painter / Mason),Abu Dhabi,Serco Plc,None,Assist with various other types of civil maintenance work as required and where directed by the line manager. Make a difference every day.,None,None,3/15/21
3G Cellular Technical Lead,Abu Dhabi,BeamTrail,None,Lead small group of UMTS engineers and take key technical decisions. BeamTrail works towards delivering the best solutions and user experience for governmental…,None,None,3/9/21
Mechanical Engineer,Abu Dhabi,"BB&E, Inc.",None,"Provide support by facilitating meetings and developing technical presentations, etc. as required. Experience providing support by facilitating meeting and…",None,None,2/16/21
Manager (Technical Architect) - Data Management,Abu Dhabi,Marc Ellis Consulting,None,"Design and implement the Data Strategy. Own the Data Management platforms (data and model platforms) as well as the applications, including their development,…",Architect,None,2/16/21
Interior Design - Mid-level,Abu Dhabi,Gensler,None,"Works with Technical coordinator and technical team to ensure design intent is accurately interpreted in documents. At Gensler, we design for people.",None,None,2/24/21
Arabic Personal Trainer,Abu Dhabi,future fit EMS,"4,000-5,000","Maintains professional and technical knowledge about exercise, health, and fitness by remaining current with trends in the industry.",None,3,2/28/21
Real Estate Manager,Abu Dhabi,Big Fish Recruitment,None,"The Real Estate Manager should have an excellent understanding of the Abu Dhabi real estate market and adept with space optimization, market trends, and…",None,None,2/16/21
Senior Sales Executive,Abu Dhabi,Metropolitan Medical Marketing,None,Maintains professional and technical knowledge by attending educational workshops; Good influencing and negotiation skills are required and ability to overcome…,Senior,None,2/16/21
Electrical Sales Engineer,Abu Dhabi,WORLD ENERGY GROUP,None,Provide technical and commercial support to the customers. Co-ordination with Sales Manager for negotiations and finalization of offers.,None,None,2/16/21
METALWORK ESTIMATOR,Abu Dhabi,Super Sign Advertising,None,Maintain technical knowledge by reviewing technical publications. Ability to undertake a reasonable level of technical and financial calculations.,None,None,2/16/21
Steward,Abu Dhabi,Rosewood Hotels & Resorts,None,"To report to his supervisor or respective Manager. Attend all training arranged by Hygiene, Health & Safety Manager such as OSH training, safety Induction, on…",None,None,3/2/21
Resident Engineer (Buildings),Abu Dhabi,Stantec,None,"Must demonstrate his experience in respect of the technical proposals evaluation and its constructability, technology deployment, solving the technical problems…",None,None,2/16/21
Senior Manager Program Assurance,Abu Dhabi,Etisalat - UAE,None,Collaborate and work with Program/Project management teams of operational management • Ensure clear and concise detailed/summarized program assurance reports…,Senior,None,2/16/21
Marketing & Communications Coordinator Internship (Minimum S...,Abu Dhabi,Alpin Limited,None,"Experience with online advertising platforms such as Google Ads and LinkedIn Ad Campaign Manager; Previous Collaboration with graphic designers, web specialists…",None,None,2/16/21
Quantity Surveyor,Abu Dhabi,Engineering Unit General Contracting (EUGC),None,"We differentiate ourselves by offering you the best technicians, project managers and manpower, custom selected to fit all of your needs.",None,None,2/16/21
Lubricant chemist & lab manager,Ajman,ISCS,"5,000-9,000","Work closely with Technical Service department to develop performance data, solve customers’ formulating problems and provide technical assistance to customers.",None,1,2/16/21
Facilities & Administration Manager,Ajman,City University College of Ajman,None,"Knowledge of all Technical Areas in campus Admin Management, Excellent Leadership Skills, Decision Making,. Manage all Existing and Upcoming Projects’ Design,…",None,None,2/16/21
MS Dynamics 365 Finance and Operation Technical Consultant,Ajman,ECS ME LLC,None,"Providing detailed technical and functional documentation. 3 Develop & Maintain Forms, Reports, Alerts, Workflow and other technical areas.",None,None,3/11/21
IT Manager (Information System/Application Software Team lea...,Ajman,Veo,None,"Excellent Knowledge and experience in Programming, Software Development Life Cycle, Solution Architecture, Technical design documentation is preferred.",None,10,3/4/21
Estimation Engineer,Ajman,ZIQAR TECHNICAL WORKS LLC,"2,000-2,100",Some of the jobs titles that an estimator could grow into are senior estimator and estimating manager. An estimator is responsible for attempting to figure out…,None,None,3/18/21
Accountant,Ajman,Emirates Refinery,None,"Provide technical support and advice on Management accountant. Our Company is looking for Accountant,Preferably residing in Sharjah/Ajman Fresher can apply.",None,None,2/27/21
Project Manager,Ajman,Speedhouse Group of Companies,None,"Solid technical background, with understanding. Proven working experience as a project manager in large scale prefab / modular building projects.",None,None,2/16/21
Estimation Engineer,Ajman,MIACASA STEEL INDUSTRIES LLC,None,"Maintains technical knowledge by attending educational workshops; Create and submit estimate reports or bids to appropriate persons (project managers, clients,…",None,None,2/25/21
Technical Sales Engineer,Ajman,ISCS,"5,000-9,000","Work closely with Technical Service department to develop performance data, solve customers’ formulating problems and provide technical assistance to customers.",None,1,2/16/21
Auto Mechanic,Ajman,Ear Jobs Point,"2,000-4,000",Engaging in learning opportunities to update job knowledge and technical skills. Work with manager and other mechanics to diagnose and repair the mechanical and…,None,2,3/14/21
Academic Sales Executive,Ajman,Fluid Codes,None,"Coordinates sales effort with marketing, sales management, accounting and technical services groups. 3+ years of software sales experience | Minimum bachelor’s…",None,None,2/16/21
Civil Site Engineer,Ajman,MAP Cont. LLC,None,Ensuring technical designs and drawings are followed correctly. Providing technical advice and solving problems on site. Undertaking Survey and Site lay-out.,None,4,2/16/21
IT Project Manager,Fujairah,Hivesure Infosolutions,None,Must have IT Project Manager. Maintains professional and technical knowledge by attending educational workshops; Exp – 15 years in India.,None,None,2/16/21
Sales Manager,Fujairah,Al Mulla Converting Industries,"5,000-6,000","We are looking for a Sales Manager with the below job responsibilities: 2 to 3 years of experience as a sales manager in tissue, plastic, aluminum or disposable…",None,None,3/3/21
Senior HR and Administration Manager,Sharjah,Xad Technologies,"5,000-8,000","To monitor Training and Development department and arrange to conduct technical training by Company and other concerns as and when required including planning,…",Senior,None,3/8/21
Assistant Sales Manager - Lubricants,Sharjah,Asas Gen. Tr. LLC,"5,000-12,000",Build the sales pipeline and close deals to hit the targets as specified by Manager. Hold the highest level of technical and practical understanding of…,None,None,3/11/21
Manager - General Accounts,Sharjah,Air Arabia PJSC (G9),None,"Manages Airline Company’s accounts for all non-operational & non - technical costs, ensuring compliance with approved accounting standards and procedures.",None,None,2/16/21
Sales Manager-Marine,Sharjah,Hempel,None,A University degree in Business Administration or any other related field preferably Technical (Chemistry) degree would be valuable.,None,None,3/16/21
Manager - Ancillary Revenue & Loyalty,Sharjah,Air Arabia PJSC (G9),None,"Employs a balance of technical expertise, and interpersonal relations to execute new initiatives that support company’s objectives.",None,None,3/17/21
Manager - Cost,Sharjah,Air Arabia PJSC (G9),None,Manages and monitors the Company’s Costs Accounts for all the technical costs as well as general costs this includes:,None,None,2/16/21
QA Inspector,Sharjah,Future Card Ind LLC,None,Communicates with colleagues and managers in a prompt articulate manner. Seeks advice and input from the department manager when needed.,None,1,3/16/21
Project Coordinator (Oil&Gas),Al Hamriyah,Exterran,None,"Coordinates technical interpretation as required. Coordinating project schedules, resources, equipment and information in support of Project Manager.",None,None,3/14/21
Communications Manager,Sharjah,Crescent Petroleum,None,"Minimum Educational, Technical Qualifications/Certifications Required. Support the Community Relations Manager to develop and maintain effective relationships…",None,None,2/16/21
Restaurant General Manager,Sharjah,Sealand Restaurants,"7,000-10,000","Maintains professional and technical knowledge by tracking emerging trends in the restaurant industry; Delivers revenues and profits by developing, marketing,…",None,5,3/8/21
Procurement Supervisor (Action Hospitality),Sharjah,Action Hospitality (ACH),None,"Undertakes procurement activity under the control of the Purchasing Manager to deliver best value for money, quality and security off supply commensurate with…",None,None,3/9/21
Dispatch Manager,Sharjah,Air Arabia PJSC (G9),None,"Very good written and verbal communication skills, Technical reports writing, presentations, etc. Provides valid technical recommendations on the planning of…",None,None,2/16/21
Sales Coordinator,Sharjah,STYRO Insulation Mat. Ind. LLC,None,Handle the processing of all orders with accuracy and timeliness and give technical advice to customers after discussing with Technical Sales Manager.,None,,3/11/21
Plant Manager,Sharjah,Crescent Petroleum,None,"Minimum Educational, Technical Qualifications/Certifications Required. Supervises and directs maintenance technical activities (e.g.",None,None,2/16/21
IT System Administrator,None,Confidential,"5,000-7,000",Providing technical support when requested. Discussing system and server upgrades with IT managers. Providing technical support for staff and back-end system…,None,4,3/18/21
Manager - Company Of Roads & Infrastructure,Sharjah,Sharjah company,None,Manager experience within major roads and infrastructure projects. Degree in Civil Engineering or relevant technical subject.,None,None,3/3/21
Software Development Manager,Sharjah,ACCELaero,None,Approving the technical tools and languages needed for the design execution in line with the agreed technical and quality standards. An open mind for new ideas.,None,None,2/16/21
Sales Manager,Sharjah,Aggreko ME and Central Ops,None,"Minimum 5 years of experience in technical sales. Where required, work closely with technical team to recommend changes/upgrades to products as required.",None,None,2/16/21
Project Engineer - Sharjah,Sharjah,Subsea 7,None,Assist the Offshore Manager with the management of all project specific third-party contractors confirming all technical & operational aspects of the contract…,None,None,3/1/21
ULD Controller,Sharjah,Aerotranscargo (ATC),None,"Knowledge & Technical Competency Hands on experience in Computer literacy and a working knowledge of standard office software such as MS Office , ERP Software…",None,None,2/16/21
Manager - Crew Planning & Control,Sharjah,Air Arabia PJSC (G9),None,"Excellent in written and verbal communication skills, Technical reports writing, presentations, etc. Last 5 years in the capacity of Supervisor / Manager in…",None,None,2/16/21
Sales Representative.,Sharjah,Olive Computer Systems,None,"Maintains professional and technical knowledge by suitable methods. Full time, part time, job share, contract. By sending email to jobs@olivecomputes.com.",None,None,3/2/21
Sales Coordinator (Female),Sharjah,Styro Insulations Materials Ind. LLC,None,Handle the processing of all orders with accuracy and timeliness and give technical advice to customers after discussing with Technical Sales Manager.,None,None,3/15/21
Audio and Lighting Technical,Sharjah,4Sure Events,"3,000",Visit and assess locations for technical purposes. Skill to blend technical skills with creative thinking. Coordinate the equipment and the technical crew and…,None,None,2/16/21
Procurement Coordinator,Sharjah,STYRO Insulation Mat. Ind. LLC,None,Prepare and submit Material and Sample Submittals in coordination with projects manager. Accomplish engineering and organization mission by completing related…,None,None,2/23/21
Finance Accounts Manager,Sharjah,Irwin & Dow,None,"The Accounts Manager will also take on the daily payroll operations and ensure that liaison with all relevant departments such as HR, Supply Chain and Technical…",None,None,2/16/21
Product Marketing Manager,Sharjah,Unique Computer Systems,None,4+ years of experience as product marketing manager. Coordinate local plans with Marketing Managers in each region. Perform market sizing and segmentation.,None,None,2/16/21
"Project Coordinator (Joinery, Fit-out)",Sharjah,CHOKHI DHANI,"5,000",Attend all related progress and technical meetings and draft a weekly report. 3-5 years of experience in Joinery/fit out industry and supporting Managers in the…,None,4,3/8/21
Sales Account Manager,Sharjah,NUEVA INTERNATIONAL FZE,"3,000",Technical understanding of refrigeration systems. Import & Export trading Company base in hamriyah freezone is looking for a Sales Account Manager.,None,None,2/23/21
IT Project Manager,Sharjah,Precycle Group,None,"H) You will demonstrate considerable business acumen, technical expertise and varied people skills. A) You have worked in Microsoft Technologies such as ASP …",None,None,2/16/21
Project Manager (Oil&Gas),Al Hamriyah,Exterran,None,"Coordinates technical interpretation as required. Must be very comfortable with the technical aspects of complex Oil, Water & Gas EPC projects including…",None,None,3/14/21
Lead Project Manager / Project Manager IV (Oil&Gas Water Sys...,Al Hamriyah,Exterran,None,Coordinates technical interpretation as required. Acts as a mentor for other Project Managers and Project Coordinators. Sitting for long periods of time.,None,None,2/16/21
Plumber,Sharjah,IBIS STYLES,None,Implements the corrective action plans as communicated by the Technical Manager. Prevents problems from occurring in the hotel's technical installations.,None,None,2/21/21
IT Support Engineer - With UAE DL,Sharjah,Missan IT Solutions,"3,000-4,000",Sending daily reports to MSP Manager / IT Head. Excellent communication skills to understand and explain the technical problems reported by non-technical users.,None,2,2/16/21
Senior Project Engineer,Sharjah,Crescent Petroleum,None,"Provides specification interpretation, technical guidance, and engineering support for various projects to Senior Engineers and/or Project Managers.",Senior,None,2/16/21
Maintenance Engineer,Sharjah,WATER SEAL INSULATION MAT. CONT. CO. LLC,None,"Keeping operation managers informed of progress. Carrying out quality inspections on jobs. Controlling maintenance tools, and equipment;",None,None,2/16/21
Reservoir Engineering Lead,Sharjah,Crescent Petroleum,None,"Masters Degree in Petroleum Engineering or an equivalent discipline with sound technical knowledge of Drilling, Geology, Geophysics and Operations.",None,None,2/16/21
Product Manager,Sharjah,Mbr Headhunters,None,"Subject-matter expert in technical management, technical solutions design, and architecture. Bachelor’s degree in Technical Engineering/Computer Science/Math or…",None,None,2/16/21
Senior Project Manager / Project Manager III (Oil&Gas),Al Hamriyah,Exterran,None,Coordinates technical interpretation as required. Acts as a mentor for other Project Managers and Project Coordinators. Sitting for long periods of time.,Senior,None,3/14/21
