Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Front End Designer/Developer,Dubai,ARIX Digital,"5,000-7,500","The Front end Developer will be responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum…",None,4,3/7/21
"Frontend Developer (React.js, JavaScript, CSS)",Dubai,HR Source Consulting,None,Front-End Developer with strong React.js experience is required for a leading software company based in Dubai.,None,None,2/16/21
Web Designer & Developer,Dubai,Unitech Software Solution,None,Ø Liaising with back-end developers to ensure web and app logic is properly integrated. Ø Designing engaging and responsive landing pages.,None,None,2/24/21
iOS/Android Developer,None,Ishro,"5,000-8,000",Experience in development using web technologies. Experience building web and native apps. Experience working with other developer APIs team.,None,2,2/17/21
Web Developer,Dubai,Nathan & Nathan,None,Nathan & Nathan Human Resources is a leading HR Services and Employee Outsourcing Provider in Dubai and Abu Dhabi; You must have experience in the following:,None,None,2/16/21
Front End Developer,Dubai,ABBC Payment Services,None,"FRONT END DEVELOPER MAIN RESPONSIBILITIES: Previously have worked with graphics for web. Turn Photoshop files into animated, responsive web pages using HTML5,…",None,None,2/16/21
front-end developer,Dubai,PSdigital,None,"Optimize web applications for maximum speed and scale. Knowledge of modern authorization mechanisms, such as JSON Web Token.",None,None,2/16/21
Laravel Website Developer (Project-Based),Dubai,Mineral Circles Bearings,None,Previous working experience as a PHP / Laravel developer for more than 3 year(s). Capable to keep abreast of new trends and best practices in web development.,None,None,3/17/21
Web Developer,Dubai,Darttag Consulting LLP,None,"We are looking for a talented Web Developer who would be responsible for designing, coding, and modifying websites, from layout to function.",None,5,2/26/21
Backend Developer (Node JS),Dubai,Real Research,None,Taking part in the development of complex web and mobile applications. A Developer Level II must have experience in analyzing customer needs and developing…,None,None,3/16/21
Web Developer,Dubai,Cyber Gear,None,"Strong knowledge of PHP, SQL and WordPress. Should be on Husband or Father sponsored visa. Should be willing to join ASAP.",None,None,2/16/21
Web Developer,Al Karama,S2R,"5,000-6,000",Knowledge of REST web services. Minimum of 2+ years of experience as a Back-end developer. Minimum of 2 years of experience with Express or other Node JS.,None,2,2/16/21
Website Developer,Dubai,Scientific Analytical Tools,None,"Working independently on assigned components tasks, maintaining existing web sites built with WordPress/PHP (React.js WP 5.0) and maintaining quality control of…",None,None,2/16/21
Senior Dot Net Developer,Dubai,Beams IT Solutions,"5,000-10,000","Candidates having more than 4 years of Experience in ASP.NET, VB.NET, Web Development experience will be advantage. Capacity to handle a team.",Senior,4,3/7/21
Full Stack Developer,Dubai,Taf-heem,"6,000","Responsible for front and back-end web development. Usually, good full stack developers will understand several how to work with several languages and databases…",None,None,3/4/21
Back End PHP Developer,Al Nahda,Tracing Smart,"3,500-4,500","Proven software development experience in web base SaaS application. Demonstrable knowledge of web technologies including codeigniter , HTML, CSS, JavaScript,…",None,3,3/15/21
PHP Developer,Dubai Silicon Oasis,YouOnline Inc,None,PHP / Laravel developer duties and responsibilities. PHP / Laravel developer requirements and qualifications. We are looking for PHP Developer at YouOnline.,None,None,3/15/21
Back-end Developer,Dubai,TenTwenty,None,A sound understanding of front end web technologies as well. Smart working developer with an eye for detail and following the coding standards.,None,None,2/16/21
PHP Web Developer,Dubai,Lootah IT Solutions,None,Strong knowledge in Arabic web Site development. Ability to develop and enhance Web based business applications. To conduct post implementation reviews.,None,None,2/16/21
Web and It Support,Dubai,PRO Consult,None,"Web Developer Skills and Qualifications: JavaScript, JQuery, HTML, HTML5, CSS, CSS3, Web Programming Skills, E-Commerce, Teamwork, Verbal Communication, cross…",None,None,2/16/21
Software Developer,Dubai,Scientific Analytical Tools,None,"Web services (WSDL Soap, Restful). Web Services What you can expect from us: You will interact with Lead Developers, System Analysts, Business Users, Architects…",None,None,2/16/21
Back End Developer,Dubai,MVP TECH,None,Responsible for the implementation of server-side web application logic. Working in a collaborative environment as either a backend developer.,None,None,2/16/21
Front End Developer,Dubai,Puffy,None,Prioritizing workload and managing expectations per direction from Lead Developer. Use responsive web design to create applications that automatically conform…,None,None,2/16/21
DOT NET DEVELOPER,Dubai,Eriyada Solution,None,"ASP.NET, MVC5, C#, ASPX/Razor, Dot Net Core, and Web API. Proven track record with 5+ years of full time experience of web and system development.",None,None,3/11/21
Full Stack php Developer,Dubai,Academia Management Solutions International,None,"Full Stack php Developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications and working…",None,None,3/14/21
Experienced Full Stack developer,Dubai,Eventagrate,None,Experience with responsive web design. Experience developing web services using Node.js or any of the following: Experience with AWS and/or cloud computing.,None,None,3/15/21
Senior Full Stack Developer,Dubai,Forres IT Dubai,"10,000-18,000",Proven experience in intensive real-time applications and web socket technologies. Exciting job opportunity for Senior Full stack Engineer position(permanent)…,Senior,2,2/16/21
FRONT-END APP DEVELOPER (MOBILE APP DEV.),Dubai,HALZA SOFTWARE SOLUTION LLC.,None,"Prior work experience as a front-end application developer. The Halza solution is accessible from both web and mobile, available in both the Apple App Store and…",None,2,3/16/21
Full Stack . Net Developer,Dubai,Avanza Solutions,None,Experience of building web applications using Javascript/JQuery/Angular 4+. Avanza Solutions is looking for Full Stack .NET Developer.,None,None,3/10/21
Full Stack Java Developer,Dubai,Avanza Solutions,"15,000-18,000","Avanza Solutions is looking for Full Stack Java Developer. At least 4+ years of development experience in Web Technologies including Java/J2EE, React/React…",None,None,3/10/21
Mobile Application Developer-Flutter,Dubai,Webtek Marketing Management,"6,000-8,000",Good Knowledge about App Development(Flutter) & Web Development Services and on how to manage clients. Dubai is a Sales Office and our Production work is in…,None,None,3/1/21
Java Developer,Dubai,S4M,None,"Good knowledge in general browser based web technologies including HTML, CSS, and JavaScriptGood knowledge in Java Web technologies including J2SE, Java Servlet…",None,None,2/16/21
PHP and ecommerce developer,Dubai,Edirect,"6,000",Other web development related tasks. You will be working with a team that is used to delivering amazing animated experiences on the web.,None,3,2/16/21
Flutter Developer,Dubai,Dezzex Technologies Pvt. Ltd.,"3,000","Worked on Social API integration, Core location APIs, Google Maps, Geo-Location, Map Web Views, Push Notification Service.",None,3,3/3/21
Odoo Developer,Dubai,OWR Digital Dubai,"4,000-6,000",We are looking for and experienced and talented Odoo Developer. With extra knowledge on web development to work on some very exciting projects and on the…,None,2,2/16/21
IOS/ANDROID DEVELOPER,Dubai,Anorbitsoftware House LLC,"3,000-3,500",Experience in development using web technologies. Experience building web and native apps. Experience working with other developer APIs team.,None,None,3/16/21
Web Developer,Dubai,RMC,"2,000-3,000",We need a web developer to work with us as full time to update our website and do IT support.,None,None,2/26/21
Junior QA Analyst,Dubai,Puffy,None,"1-3 years relevant experience in Web QA. Experience with various web browsers as well as iOS and Android. As an integral part of the team, you will mainly focus…",Junior,None,2/16/21
Android App Developer,Dubai,TenTwenty,None,A sound understanding of front end web technologies as well. Smart working developer with an eye for detail and following the coding standards.,None,None,2/16/21
Node.js Developer,Dubai,/techArabia,"4,500","Collaborating with front-end developers on the integration of elements. At least two years' experience as a Node.js developer. Up to AED4,500.00 per month.",None,2,3/8/21
Software Engineer,Dubai,SellAnyCar.com,None,"Oversees employee, freelance web developers and partner web developers, ensures technical solutions are properly architected and specified, and reviews all code…",None,None,3/16/21
Java Developer,Dubai,TPConnects Technologies LLC,"4,000-7,000","Strong software development skills using Java and web application technologies in a Micro Service Background with Open Source Frameworks – Spring /Spring boot,…",None,5,2/25/21
Web Developer,Dubai,Masafa Investment LLC,"5,000-7,000","Proven work experience as a Front-end & Back-end developer. In-depth understanding of the entire web development process (design, development, and deployment).",None,3,2/25/21
"Web Developer(PHP, Joomla, Drupal, Magento, WordPress)",Dubai,Tomsher,None,Experience building a variety of different web applications and sites. Send your resume to hr@tomsher.com with Job Position(Web Developer) Interested candidates…,None,None,2/16/21
WordPress Specialist,Dubai,Atechy Group,"4,000-8,000","Coordinate and supervise other developers, designers, freelancers, and agencies work and delivery schedule to be on time.",None,5,3/10/21
Full Stack Developer,Dubai,SIGNATURE TECHNOLOGY DMCC,None,"MySQL, Postgresql MongoDB), web servers (e.g. Proven experience as a full stack developer or similar role. We are looking for a full stack developer to produce…",None,None,2/24/21
SHOPIFY EXPERT / SHOPIFY DEVELOPER /E-commerce,Dubai,Naseeb Group of Companies,None,European Male / Female Shopify Expert / Developer. Proven working experience in Shopify web programming. We are looking for an exceptionally skilled Shopify E…,None,4,3/10/21
Front End Designer/Developer,Dubai,Holo,None,"The Holo Front end Developer will be responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum…",None,None,2/16/21
Sitecore Lead Developer,Dubai,eVision IT Solution,None,"Work effectively with Project Manager, other Sitecore Developers, and Front-end Developers on a development team to implement and maintain applications.",None,None,2/16/21
NODE JS Developer,Dubai,BFL Group,None,Provide web or mobile applications REST web services required. Participate in support activities to help UI developers integrate with RESTful services.,None,None,2/16/21
Back-end Developer - Advertising Agency,Dubai,Right Calibre Executive Search,None,"Experience with web services (REST, GraphQL, WebSocket) and APIs. A well established and one of the fastest growing advertising agency is looking for a back-end…",None,None,2/16/21
Yii Developer,Dubai,Infibeam Global EMEA FZ LLC,"5,000",Lead the entire web application development life cycle right from concept stage to delivery and post launch support.,None,None,3/2/21
Mean and Mern Stack developer,Dubai,F-Technologies,None,"Consumer Web Development Experience for High-Traffic, Public Facing web applications. MEAN Stack Developer job description:",None,None,3/18/21
System Developer,Dubai,Abbrevia,None,"Experience with payment interfaces (ISO 8583, SMS, Dual-Message, Web APIs). Minimum 3 years of RELEVANT experience. Experience in C# .NET programming.",None,None,2/16/21
Full-stack PHP Developer with strong Laravel and API experie...,Dubai,InkMASH,"5,000-6,000",Manage the company's current web platforms and servers. We are looking for a PHP Developer who is committed to writing quality code and passionate about…,None,2,3/18/21
Angular Developer,Dubai,28 LIGHTBULBS,None,"Develop application code and unit tests in the Angular, Rest Web services and Java technologies. We are looking for an experienced Angular Developer to join the…",None,None,2/17/21
React Js Developer,Dubai,ABBC Payment Services,None,A skilled Back-end Website Developer. A Developer Level II must have experience in analyzing customer needs and developing overall concept and design objectives…,None,None,2/16/21
React JS Developer,Dubai,BFL Group,None,"5+ years’ working experience as a React.js Developer. Knowledge of modern authorization mechanisms, such as JSON Web Token. GIT experience is a must.",None,None,2/16/21
Developer Advocate MENA,Dubai,Amazon Web Services MENA FZ,None,"The Developer Advocate for Amazon Web Services will join a creative, experienced and energetic organization that is responsible for helping to drive the…",None,None,2/16/21
SharePoint Developer cum Administrator,Dubai,Dotcom Systems,None,"Experience with Web Services (WCF). C#/VB.Net, SharePoint 2010, SQL 2008/2012, PL/SQL. Must understand difference between customizations and effective use of…",None,None,2/16/21
Website Developer- Female,Dubai,Flybiz HR Solution,"2,000-3,000",We are looking for a experienced web developer-female to develop business from this segment and to coordinate the execution of the same.,None,2,3/9/21
PHP Developer -Asian,Dubai,SBH,None,Keep abreast of new trends and best practices in web development. Lead the entire web application development life cycle right from concept stage to delivery…,None,3,2/16/21
Bi-lingual En/Ar WordPress Web-developer (experience creatin...,Dubai,GPS Marketing Agency,None,"WordPress, JavaScript, JQuery, HTML, HTML5, CSS, CSS3, Web Programming Skills, E-Commerce, Web User Interface Design (UI), Security Principles, Object-Oriented…",None,2,3/14/21
Senior PHP Developer - Laravel / MySQL,Dubai,Prognica Labs,None,"Web services knowledge is must (SOAP, REST). We are looking for a senior PHP developer experienced in all stages of software development.",Senior,None,2/16/21
IT Technical Support,Dubai,Lunatus,"2,500-4,000",Create and Update Web Pages in coordination with the web developer. IT Technical Support cum Web Admin*. Pro-active in discovering new trends in Web Development…,None,,2/25/21
Multimedia developer,Dubai,B-U-T,None,"You score even better if you are familiar with Mobile and web development (swift, java, php, vue, react). You know all the ins and outs of C# and UNITY 3D.",None,None,2/16/21
FULL STACK DEVELOPER,Dubai,AskMe,None,Design overall architecture of the web application. Maintain quality and ensure responsiveness of applications. Maintain code integrity and organization.,None,None,2/16/21
DOT NET Developer,Dubai,BFL Group,None,"Develop and maintain high traffic / high performance web applications, web services. Provide mobile applications REST web services required.",None,None,2/16/21
Frontend Web Developer,Dubai,Smyth and Bradshaw,None,4+ years building commercial web applications in C# (Essential). Developing web and backend applications using a wide range of modern technologies.,None,None,2/16/21
Senior Web Developer,Dubai,SellAnyCar.com,None,"Oversees employee, freelance web developers and partner web developers, ensures technical solutions are properly architected and specified, and reviews all code…",Senior,None,2/16/21
Graphic Web Designer,Dubai,Vahedna Group,None,Experience creating engaging illustrated animations for web and video. Minimum three years of professional design and web development experience required.,None,None,2/16/21
Performance test Lead,Dubai,Virtusa,None,Experience in Middle ware testing (MQ and Web services). Strong knowledge in AWR report analysis and Should have knowledge in SQL developer.,None,None,3/18/21
Java Developer,Dubai,Group Three IT Consultants,None,Group Three IT Consultants is seeking a Java developer who can build powerful desktop/web-based application using Java Framework.,None,None,2/16/21
"Senior Developer, Middleware",Dubai,Commercial Bank of Dubai,None,"Knowledge of Web Services Interoperability, WS-*. Proficient in developing J2EE applications, experience in web based programming.",Senior,None,2/16/21
Multimedia Executive,Al Quoz,JOURNEY THROUGH CHANGE - Rahlat Al Taghyear Social...,None,"Working as part of a team with printers, copywriters, photographers, stylists, illustrators, other designers, account executives, web developers and marketing…",None,2,2/19/21
Magento Developer,Abu Hail,let's Organic,"2,000-2,500","As a Magento Developer, your responsibilities will be. Experience with web services such as REST, SOAP, and API development. Plastic shield at work stations.",None,None,3/7/21
Senior Web Developer / Designer / Programmer,Dubai,Lootah IT Solutions,None,Web developers perform the following functions: Extensive experience designing web sites. Web development related certifications highly desirable.,Senior,None,2/16/21
Senior Mobile Developer (iOS/Android),Dubai,Via Dubai,"6,000-8,000","Develop highly optimized & stable mobile products that work with large-scale platform infrastructure, for the Mobile (iOS and Android) ecosystem.",Senior,5,3/11/21
Senior Java Developer,Dubai,Block Gemini Technologies FZ LLC,None,Security of web based applications. Ability to help junior developer in technical issues. Develops Web based Java application with advance UI tools & spring…,Senior,6,3/7/21
Web Developer,Abu Dhabi,Delta Medical Est,None,The web developer should have enough graphic and Web design skills to add and fix the features of our website.,None,None,3/7/21
Web Developer,Abu Dhabi,Property Shop Investment LLC,"3,000-3,500",Should be an experienced coder in both visual interfaces and web services construction. Should be an experienced coder in both visual interfaces and web…,None,3,3/1/21
Web Developer,Abu Dhabi,eProseed,None,In hereunder a detailed list describing some of the activities/deliverables of an eProseed Web Developer: Develop & maintain new Web UI features.,None,None,2/16/21
Software Engineer | Developers | mobile application,None,MVP Application and game design L.L.C,"2,200-4,500",Looking for talented experienced software developers software engineer web developer and mobile application developers. Social distancing guidelines in place.,None,None,3/9/21
Web Developer,Abu Dhabi,Property Shop Investment,None,"Web Developer to be responsible for the coding, innovative design and layout of our website. Proven working experience in web programming.",None,None,2/16/21
Web Programmer,Abu Dhabi,Ubisoft,None,"The main and routine tasks of the web developer are to: The Web Programmer designs, implements and ensures the proper functioning of web tools.",None,None,2/26/21
PHP Developer,Abu Dhabi,Property Shop Investment LLC,None,Should be an experienced coder in both visual interfaces and web services construction. A Coding Artist is responsible for making/creating a unique and…,None,1,3/17/21
Web Developer (CLOSED),Abu Dhabi,Nationwide Middle East Properties,None,The web developer should have enough graphic and Web design skills to add and fix different features of a WordPress website.,None,None,2/16/21
Software Developer,Abu Dhabi,PS Solutions-97I7OO9732,None,"We are looking for a software developer having 2-3 years of experience in C#, SQL, IIS, Windows and web services, HTML, CSS, Bootstrap.",None,3,3/8/21
Web Developer and Motion Graphic Designer,Abu Dhabi,INK Advertising,"4,500-6,000","Able to handle web development from A to Z with UI and UX. Website and software application designing, building, or maintaining. Expert level in adobe premiere.",None,None,3/11/21
Web Content,Abu Dhabi,Mandilak,None,"Experience capturing general feature, design, and user requirements for use by developers, designers, content developers. Diligence in testing and QA.",None,None,2/16/21
Mobile Application Developer,Abu Dhabi,Sky News Arabia,None,"HTML, javascript, CSS, Reactjs, Responsive Web Development. Use and adapt existing web applications for apps. The apps will be native and mainly content-based.",None,None,2/16/21
Front End Software Engineer,Abu Dhabi,Schlumberger,None,"Core competencies in Web technologies: The Front End Software Engineer develops the front end of a web application, i.e. the visual elements that users see and…",None,None,3/13/21
Web Developer,Abu Dhabi,Black Pearl Consult,None,"Our client, an Abu Dhabi based media and content creator is looking for a skilled Web Developer to join their innovative and ever-growing team.",None,None,3/2/21
Web GIS Developer,Al-Ayn,United Arab Emirates University,None,"1 – 3 years of professional experience developing web GIS applications, data dashboards, and web maps. Apart from core web design and development, the candidate…",None,None,2/16/21
Mobile Application Developer,Abu Dhabi,Sky News عربية,None,"HTML, javascript, CSS, Reactjs, Responsive Web Development. Use and adapt existing web applications for apps. The apps will be native and mainly content-based.",None,None,2/16/21
.Net Developer,Abu Dhabi,Mazaya,"25,000","Proven experience as a .NET Developer or Application Developer. Providing technical support for web, desktop or mobile applications.",None,None,3/11/21
Senior Front End Developer,Abu Dhabi,MicroVision,None,"We enjoy working with cutting edge technology to create exciting web applications, and we bring together design, interaction, and technology in ways that…",Senior,None,2/16/21
SEO Specialist,None,Real Estate Brokerage Firm,"2,000-4,000",Web Developer & Designer / SEO Specialist*. Degree/diploma in web Development and Designing. Knowledge of latest web trends and possibilities.,None,3,2/21/21
Fircosoft Developer -Abu Dhabi,Abu Dhabi,KEIRIN SOFTWARE TECHNOLOGIES,None,"LINUX / UNIX / File Transfer (NDM), Message Queuing (MQ) / Web Services / ORACLE / SQL / Database Concepts / Shell Scripting / Web Environments / Distributed…",None,6,3/15/21
Senior Webmaster and Designer,Abu Dhabi,Institution / College,"9,000-10,000","Proven experience as a Webmasteror Web Developer. Develop, program, and deploy dynamic web sites and web applications for online communication and collaboration…",Senior,2,3/2/21
PHP Developer,Abu Dhabi,Robert Walters,None,"As a PHP Developer, you will also be responsible for: As a PHP Developer, you must have the following skill set: Documenting the entire development process.",None,None,2/24/21
Senior Java Developer,Abu Dhabi,Comrade Consulting,None,"Java Web Services, Oracle SQL Developer, JSP, EJB, Struts, Spring, Ant, JSF JMS, XML, JBoss, JDeveloper. Instruct, assign, direct, and check the work of other…",Senior,None,2/16/21
Automation Developer,Abu Dhabi,Group 42,None,"A bachelor’s or master’s degree in Computer Science, Engineering, IT, or other related fields - Proven experience as a Laravel and PHP Developer for at-least 6…",None,None,2/16/21
Murex Developer,Abu Dhabi,SoHo Dragon,None,Phone interview followed web conferencing call. They need to hire a Murex Developer for contract based Remote work. Able to multi-task and work under pressure.,None,None,2/16/21
SharePoint On-Premise Developer,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Proficient in .NET web site development (C# and ASP.NET). Seeking a SharePoint Developer who has expertise with developing applications in SharePoint On-Premise…,None,None,2/16/21
Senior Net Stack Developer,Abu Dhabi,Safe City Group,None,"Web API, WCF, Web Services, PHP. Web API, WCF, Web Services, PHP: Involved in Designing, coding, testing and implementation of web & Windows based projects.",Senior,2,2/26/21
Editor/Copywriter - Events Management,Abu Dhabi,Black Pearl Consult,None,"If requested, work with local & international service providers ( PR & Advertising agencies, Publishing Houses, Graphic Designers, Web Developers etc).",None,None,2/16/21
CRM Programmer,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,"Hands on design experience with Web Services (REST, SOAP, etc). Experience with C# or Visual Basic, Visual Studio, Web Services, and the CRM SDK.",None,None,2/16/21
Kony Visualizer UI / UX Developer,Abu Dhabi,TeamPlus Staffing Solution Pvt Ltd,None,"Experience in UI design, ideally for desktop web applications and mobile apps. 6 Months + Extendable Contract. UI/UX designs for mobile apps.",None,None,2/16/21
Kony Developer,Abu Dhabi,TeamPlus Staffing Solution Pvt Ltd,None,"Hands on experience in Visual Studio, Web Matrix,Atom. Good knowledge of Java Development, XML, JSON & Web services. Kony Certification is good to have.",None,None,2/16/21
T24 Architect CASA,Abu Dhabi,Marc Ellis Consulting,None,"Experience overseeing multi-function project teams with at least 10-15 team members including Developers, Business Analysts, and QA Personnel.",Architect,None,2/16/21
Dot Net Developer (6 Months – 1 Year Contract Position),Abu Dhabi,TeamPlus Staffing Solution Pvt Ltd,None,"Developing Internet and intranet web applications. Experienced in MSSQL Server 2008, 2010, 2012. Proven ability to design database using normalization and low…",None,None,2/16/21
Native Android Developer for Abu Dhabi UAE,Abu Dhabi,itForte,None,"Experience in client server, web services, n- tier architecture. They are looking for Android Developer with strong Native Android expertise.",None,None,2/16/21
PHP Developers with CS CART Expertise,Abu Dhabi,itForte,None,They are looking for Senior Web Developers with strong expertise in CS-Cart platform. Preparation of life cycle/workflow in each stage of web development/back…,None,None,2/16/21
Dot Net Developers (Permanent Position),Abu Dhabi,TeamPlus Staffing Solution Pvt Ltd,None,"Experienced in designing & developing Internet and intranet web applications. Experienced in MSSQL Server 2008, 2010, 2012.",None,None,2/16/21
Senior React Developer,Abu Dhabi,BeamTrail,None,"5+ years of experience in web application/software development using HTML, CSS, JavaScript. Work collaboratively with professional developers, system architects…",Senior,None,3/14/21
Native Application Developer,Abu Dhabi,SquadX (a Xische Company),None,Knowledge of other web technologies and UI/UX standards. Xische Group that has been working on strategic programs UAE for the past 18 years.,None,None,2/16/21
Agile Project Manager,Abu Dhabi,Marc Ellis Consulting,None,"Experience overseeing multi-function project teams with at least 10-15 team members including Developers, Business Analysts, and QA Personnel.",None,None,2/16/21
C# Server Programmer,Abu Dhabi,OPM Recruitment,None,Comfortable in creating RESTful web services using MVC Web API. Working at a highly reputable world-renowned developer. Outstanding programming skills with C#.,None,None,3/11/21
