Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Dynamics AX Technical Consultant,Dubai,Isys Techworks,None,"Dynamics AX Technical Consultant Experience: IT Software – ERP, CRM Role Category: Outside Technical Consultant Dynamics AX, X++, MorphX, SSRS, sql server…",None,None,2021-02-21
"Professional Services, Consultant",Dubai,RELX Group,None,"Uses the provided tools to keep track of people and progress and report it accordingly. Shows a good understanding of compliance and sanctions risk management,…",None,None,2021-03-08
Delivery Lead - ERP & EPM Systems,Dubai,Majid Al Futtaim,None,"Engagement with senior leadership – IT and business. Manage delivery of IT ERP support services on a day-to-day basis across technologies like Oracle, SAP,…",None,None,2021-03-15
Learning & Development Specialist,Dubai,Stantec,None,Focus on measuring the employee engagement of the business units and take actions necessary to improve it. Our people are at the heart of everything we do;,None,None,2021-03-18
Service Delivery Manager (SDM),Dubai,Intertec Systems,None,"The Delivery Consultant is responsible for: Knowledge of the current IT environment and industry IT trends to identify the engagement and client service issues,…",None,None,2021-03-11
Real Estate Consultant,Al Barsha,Al Qafilah Real Estate Broker,None,We are hiring motivated and goals oriented real estate consultants. If you have what it take to be successful real estate agent and wants to work with a growing…,None,None,2021-03-19
IVF Specialist / Consultant,Dubai,Emirates Hospital Group,None,"We are recruiting an IVF Specialist / Consultant for our multi-specialty hospital in Dubai. MD/DM/DNB/CCST, American Board, Canadian Board or equivalent.",None,None,2021-03-19
Customer Service Consultant (Arabic Speaker),Dubai,"Aetna, a CVS Health company",None,It provides members with the right information at the right time to help them make better decisions about their health and health care.,None,None,2021-02-21
Marketing Executive,Dubai,Zaya Al Barari Hotel Living,"6,500-8,000","If you think you have all that it takes to be to drive sales to the company thru marketing strategies and activities, _send in your video telling us why.",None,3,2021-02-21
Senior Property Consultant,Dubai,Realty Force Real Estate,"3,000-4,000",An award winning Real Estate Firm in the industry for past 10 years is seeking a Property Consultant. Realty Force Real Estate Brokers LLC has been experiencing…,Senior,3,2021-03-16
Oliver Wyman - Talent Management Coordinator - Dubai,Dubai,Marsh and McLennan,None,"Primary responsibility for consultant data integrity - keep track of consultant database including availability, project experiences, areas of expertise, areas…",None,None,2021-02-24
Digital transformation consultant,Dubai,ADXP consultancy,None,Assess end-to-end IT landscape including IT infrastructure and Data Architectural layers. Digital transformation consultant will collaborate with multiple…,None,None,2021-03-22
Consultant General Surgeon,Dubai,Emirates Hospital Group,None,We are looking for a Consultant General Surgeon to join our Surgeon Team. Provide patient focused general surgical services and ensure optimal clinical care of…,None,None,2021-03-05
Recruitment Consultant,Dubai,ScanCruit,None,"We are seeking a young, dynamic and energetic 360 Recruitment Consultant to join our growing organization. Then we are looking for you as our new consultant for…",None,None,2021-02-21
Sr. Workday Data Integration Specialist,Dubai,Talabat,None,This Senior Workday Data Integration Consultant is an opportunity to build people data tools from the ground up. Review and align data dependencies in Workday.,Senior,None,2021-03-23
Curriculum Coordinator (American Curriculum),Dubai,Academia Management Solutions International,None,Acts as technical consultant and advisor for academic and non-academic staff. It should by no means be interpreted as a cumulative list of duties.,None,None,2021-02-21
Field Application Specialist,Dubai,PerkinElmer,None,Manages inventory of demonstration equipment such that it provides a good return on investment for PerkinElmer. Required work experience related to position.,None,None,2021-02-21
Property Consultant,Dubai,Peace Homes Real Estate,None,"It is not just about leasing and selling properties, it is all about creating a place called “HOME,” improving the lives of our clients.",None,None,2021-03-05
Consulting Project Technical Director,Dubai,OFSS,None,"Oracle Solutions can help customers transform their Business and IT. Interact with all roles at customer – including CIO, CTO, IT Architects, technical staff…",None,None,2021-03-21
Senior Consultant - Quality and Risk Management,Dubai,Deloitte & Touche (M.E.),None,It is a Tier 1 Tax advisor in the GCC region since 2010 (according to the International Tax Review World Tax Rankings). Experience in PowerPoint is essential.,Senior,None,2021-02-26
Recruitment Researcher,Dubai,Menasa & Partners,None,"As activity picks up in the GCC region across our Infrastructure Engineering, Architecture, and Technology/IT divisions, we are expanding and hiring experienced…",None,None,2021-03-12
Associate Solutions Architect - UAE,Dubai,Red Hat Software,None,"5+ years of experience working as a sales engineer, consultant, solutions architect, or in a relevant role. The Red Hat Sales team is looking for an Associate…",Architect,None,2021-03-21
AutoCAD Draftsman in aluminum facades and glass field,Dubai,Professional team aluminum and Glass,"3,000-4,000",To adjust consultant comment in shop drawing and resubmit for approval. To prepare work order to release it for production.,None,None,2021-03-08
Odoo Developer / Technical Consultant - Dubai,Dubai,odoo,None,"However, some of them are not satisfied with the product as it is presented and they wish to implement specific elements for a customized use of it (it can be…",None,None,2021-02-21
Finance Manager,Dubai,Maxus Coral,None,Work with IT Vendors and 3rd party consultants to optimize operations and improve processes. Role consists of managing all finance related responsibilities for…,None,None,2021-02-21
Marketing Officer,Dubai,Fortes Education,None,"Understand campaign results, and consumer trends in order to translate results into actionable insights.• Work with the Digital Team to identify strategic…",None,None,2021-02-21
Dynamics CRM Technical Consultant,Dubai,Halian - UAE,None,"Must have minimum 3-4 years of experience as a CRM Technical Consultant. We are looking for an experience Dynamics CRM Technical Consultant, the role is 6…",None,None,2021-02-21
IT Sales Engineer,Dubai,Lootah IT Solutions,None,"Research, develop and maintain new and established relationships with consultants, trade organizations, etc. Send your CV directly to ghaleb@lootah.com.",None,None,2021-02-21
"Solutions Consultant, META",Dubai,Cofense,None,"Reporting to the Director Sales Engineering, the Solutions Consultant is responsible for managing strategic technical relationships and ensuring success for our…",None,None,2021-02-21
Site Engineer,Dubai,Omni International,None,"For over 15 years Omni International Consultants has supplied high caliber personnel to the global Construction, Aviation, Banking, Logistics, IT, Hospitality,…",None,None,2021-03-02
Real Estate Consultant,Dubai,Valorem Real Estate Brokers LLC,None,1 choice for customers when it comes to real estate. With our own property management and maintenance departments we are a one-stop-shop when it comes to real…,None,1,2021-03-10
Chief Executive Officer,Dubai,Nathan & Nathan,None,The legal consultant (as a consultant to clarify the legal dimensions of any problem or decision and as responsible for the integrity of the Establishment’s by…,None,None,2021-02-21
Data Analytics and AI Intern,Dubai,Delphi Computer and Software Trading LLC.,None,Ability to keep up with IT trends and innovation. 1-2 years of Extensive experience as a Technical Consultant in a related industry.,None,None,2021-03-05
Junior Linux System Administrator,Dubai,Group Three IT Consultants,None,Group Three IT Consultants is seeking an experienced and detail-oriented Linux Systems Administrator to support our growing IT infrastructure.,Junior,None,2021-02-21
SaaS Insight Consultant - UAE market,Dubai,Oracle,None,SaaS Insight Consultant - UAE market -210002G2. Knowledge of SaaS and IT systems with emphasis on business applications is preferable but not essential.,None,None,2021-02-21
"Senior Recruitment Consultant, Dubai – IT",Dubai,Permanent People,None,Their top consultants billed above industry average over the past 3 years. Our global client is immediately looking to hire a Senior Recruitment Consultant in…,Senior,None,2021-02-21
Consultant Internal Medicine,Dubai,Emirates Hospital Group,None,Valid DHA license as Consultant or Specialist. We are looking for a Consultant Internal Medicine to join our Internal Medicine Team.,None,None,2021-03-01
Talent Acquisition Associate (Dubai or Abu Dhabi),Dubai,KEO International Consultants,None,"For this role it is essential you demonstrate a background in architecture, engineering and / or construction recruitment. We invite you to join us.",None,None,2021-02-21
Project Manager,Dubai,MVP TECH,None,"Diploma or Bachelor of Electrical & Electronics or Electronics and telecommunication or a general IT degree. Networking, power requirements, civil, mechanical,…",None,None,2021-02-21
Property Consultant,Dubai,Bonne Apart Real Estate Brokers LLC,None,"Whether it is looking for an off-plan project, a ready-made luxurious villa or to sell your current property, we are here to help our clients from the beginning…",None,None,2021-03-15
Analytics & Insights Manager,Dubai,Procter & Gamble,None,"You will act as an internal, active and influential business strategy consultant, whose role it is to ensure that consumer and shopper insights are the…",None,None,2021-02-21
Principal Consultant – Digital Workplace (VMware),Dubai,Mobility MEA,None,"Experience with IT service management best practices. CompTIA Security+, VCP7-DTM, VCP6-DCV), Familiarity with Enterprise IT environments, tools, data…",None,None,2021-02-24
Project Manager,Dubai,Sobha LLC,None,Quantity Surveyor for monthly invoicing and follow up for assessment of Payment Application by Cost Consultant and release of Payment Certificate • Perform…,None,None,2021-02-21
Fortinet / Palo Alto Security Consultant,Dubai,Halian - UAE,None,Must have 5+ years with IT / Cybersecurity - Experience of working in IT Consultancies/IT Security Services. Experience of working in large-scale organizations…,None,None,2021-02-21
Pre-sales Consultant/ Cyber Security (Based in Kuwait),Dubai,Ingram Micro,None,"Representing over 1,700 major suppliers in the IT field. Ingram Micro helps businesses fully realize the promise of technology™—helping them maximize the value…",None,None,2021-03-12
Executive Secretary,Dubai,M.Gheewala Global HR Consultants,None,"M.Gheewala Global HR Consultants, an ISO Certified 9001: At M.Gheewala Global HR Consultants, we transform this into an art worth emulating.",None,None,2021-02-21
Accounts / Admin,Dubai,Nasser Malalla Advocates & Legal Consultants,None,Nasser Malalla Advocates & Legal Consultants is a leading law firm in the UAE operating out of its headquarters in Dubai.,None,None,2021-02-21
General Manager,Dubai,Nathan & Nathan,None,The legal consultant (as a consultant to clarify the legal dimensions of any problem or decision and as responsible for the integrity of the Establishment’s by…,None,None,2021-02-21
Junior Accountant,Dubai,CBD Accounting & Tax Consultant,None,This way it can make the right decisions and accomplish long term success. We are looking for an ambitious Junior Accountant to provide support to the financial…,Junior,None,2021-02-21
"Deals, Strategy - Delivering Deal Value - Senior Consultant",Dubai,PwC,None,"As a Senior Consultant within the DDV team, your responsibilities will include: It focuses on providing support for potential, actual transactions and assists…",Senior,None,2021-02-21
Property Consultant,Dubai,Luxury Concierge Real Estate,None,"Strong sales, negotiation and communication skills. Position is open to Part Time and Full Time working hours to candidates.",None,None,2021-02-21
Property Sales Consultant,Dubai,Ellington Properties,None,Assemble detailed property portfolio and present it to clients. Develops property listings by building rapport and reaching out to potential buyers in the…,None,None,2021-02-21
ICU Consultant J146903_20,None,Prospect Healthcare,None,P> Immediate Start ICU Consultant Vacancies – UAE (12 Month Contract). Sharjah is much closer to Dubai with continued building almost making it hard to separate…,None,None,2021-02-21
ICU Specialist J146904_20,None,Prospect Healthcare,None,Sharjah is much closer to Dubai with continued building almost making it hard to separate the two cities. We welcome applicants from around the world who are…,None,None,2021-02-21
Programmatic Solutions Consultant,Dubai,Amazon Middle East and NA FZ,None,We are seeking a Programmatic Solutions Consultant (PSC) to support enterprise self-service clients on the DSP.,None,None,2021-02-21
Recruitment Consultant,Dubai,Middle East Executive,None,"WHAT'S IN IT FOR YOU? Job Description As a Recruitment Consultant, you must perform the following duties: Middle East Executive is a specialist search agency…",None,None,2021-02-21
Risk Associate,Dubai,Green Gulf Careers,None,"Whilst partnering with organisations across the Gulf, whether it be a SME or a leading Multinational, our team has extensive industry experience and a strong…",None,None,2021-02-21
Account Manager - Mid-Enterpise,Dubai,Genome Technology Consultants,None,Experienced sales person with at least 5 years of IT sales experience with a proven track record. Genome is looking for a Sales Account Manager based Dubai to…,None,None,2021-03-03
Professional Services Project Manager,Dubai,Thycotic,None,"Thycotic is a global leader in Privileged Access Management, a critical layer of IT security that protects an organization’s data, devices and code across cloud…",None,None,2021-03-06
HR & Membership Journey Manager,Dubai,Emirates Nature-WWF,None,"Integration of a human resource planning management system on the IT platforms the organization currently utilizes, streamlining processes throughout.",None,None,2021-02-21
Architect Professional Services - Dubai,Dubai,Fortinet,None,Experience working as an IT security consultant or architect. Mentors and coaches junior consultants on Fortinet Professional Services practices and…,Architect,None,2021-02-21
"ITSM Consultant(Service + Problem management)- Jeddah, KSA",Dubai,Adecco,None,"Adecco Middle East is an Equal Opportunities Employer based in Dubai and Abu Dhabi and offers HR solutions for Permanent Recruitment, Emiratization, Executive…",None,None,2021-02-21
Contracts Manager,Dubai,Wood Plc,None,"Good interpersonal skills and ability to communicate in an articulate manner with clients, consultants and subcontractors. Very command of MS Office.",None,None,2021-02-22
Recruitment Consultant,Dubai,Michael Page AE,None,It is preferred that this has been achieved within the Middle East but we will consider the same from other regions.,None,None,2021-02-21
Manager JDE Manufacturing Consultant,Dubai,Career Planet Management Services,None,"Undergraduate degree, related to IT and Enterprise system management. We are looking for Manager JDE Manufacturing Consultant in Kheda, Gujarat, India.",None,None,2021-02-26
HFM Lead Consultant,Dubai,Leading Technology company in the world,None,What’s in it for you: What it means to work independently. Have been a software consultant in a previous life. A strong communicator (written and verbal).,None,None,2021-02-21
Tax & Legal - Summer Internship - UAE,Dubai,PwC,None,"You’ll advise clients on their local and overseas tax affairs, while acting as a strategic consultant related to business analysis, managing indirect taxes,…",None,None,2021-03-05
Clinical Informatics Consultant,Dubai,Win Win HR Consultancy,None,This position should be a clinical Doctor / Nurse / Clinical education • Clinical Background with 10 years of HIT experience (2 of them in HIE) • Clinical…,None,None,2021-02-21
Account Director - Technology,Dubai,Hill+Knowlton Strategies,None,"Understand the central question model and use it in practice. Passionate about storytelling, developing knowledge, championing H+K standards and converting new…",None,None,2021-02-25
Business Development Manager,Dubai,MILSERVE,None,"Networking with customers & consultants to raise the company profile. If you think you have what it takes to be part of the MILSERVE team, you can apply for…",None,None,2021-02-21
Web Front-End Developer,Dubai,Group Three IT Consultants,None,"Group Three IT Consultants is seeking an experienced Web Front-End developer who'll build SPAs, Website Layout and Application's web-based front-ends.",None,None,2021-02-21
OFFICE MANAGER (MULTILINGUAL),Dubai,Agile Consultants,None,Promptly report telephone equipment and line faults to the IT Helpdesk. The job holder will be responsible for greeting visitors or customers in a courteous and…,None,None,2021-02-21
Java Developer,Dubai,Group Three IT Consultants,None,Group Three IT Consultants is seeking a Java developer who can build powerful desktop/web-based application using Java Framework.,None,None,2021-02-21
HMC & MS Exchange Consultant,Dubai,NES FIRCROFT,None,"With over 90 years' combined experience, NES Fircroft (NES) is proud to be the world's leading engineering staffing provider spanning the Oil & Gas, Power &…",None,None,2021-03-08
Dubai Senior Recruitment Consultant,Dubai,Permanent People,None,Their top consultants billed above industry average over the past 3 years. You will be working on a very warm desk working with some major financial services…,Senior,None,2021-02-21
Professional Services Engineer - Dubai,Dubai,vArmour Networks,None,"'Whatever it takes' attitude and motivation to do whatever necessary to complete the job. Relationships are key to vArmour's innovative technology, just as it…",None,None,2021-02-21
Road Works Draftsman,Dubai,Omni International,None,"For over 15 years Omni International Consultants has supplied high caliber personnel to the global Construction, Aviation, Banking, Logistics, IT, Hospitality,…",None,None,2021-02-21
Residential Leasing and Sales Consultant,Dubai,Betterhomes,None,"As a leading real estate company in Dubai and the UAE, Betterhomes is backed by a team of certified and specialised consultants who stand ready to serve your…",None,None,2021-02-21
IT Sales/Engineer/Technician,Dubai,QuickTech Solution,None,"As an IT Technical Sales Specialist or Consultant, you’ll be selling hardware and software products as part of a sales team. 2 Weeks trial duty with commission.",None,4,2021-03-12
Drupal/Wordpress PHP Developer,Dubai,Group Three IT Consultants,None,"Group Three IT Consultants is seeking an experienced Web developer who'll build Websites, SPAs, and Web Applications. Person should be able to :",None,None,2021-02-21
Business Travel Support Executive,Dubai,Jobsite Direct,None,"Assisting the Sales Consultants, with additional office tasks. It is an opportunity to develop your knowledge of worldwide destinations.",None,None,2021-02-21
Group Head of Operations,Dubai,Betterhomes,None,"As a leading real estate company in Dubai and the UAE, Betterhomes is backed by a team of certified and specialised consultants who stand ready to serve your…",None,None,2021-02-21
.NET Developer,Dubai,Group Three IT Consultants,None,Group Three IT Consultants is seeking a .NET developer who can build powerful desktop/web-based application using Microsoft .NET Framework primarily using C#…,None,None,2021-02-21
HR & Membership Journey Manager,Dubai,WWF,None,"Integration of a human resource planning management system on the IT platforms the organization currently utilizes, streamlining processes throughout.",None,None,2021-02-21
Associate Consultant / Consultant - Siemens Advanta,Abu Dhabi,Siemens Industrial LLC,None,As an Associate Consultant / Consultant in our Digital practice you will support leading global companies in developing their digital strategy and…,None,None,2021-03-22
Client Relations Consultant,Abu Dhabi,Nationwide Middle East Properties LLC,"3,000-4,000",Client Relations Consultant Lead generation is skilled at buying and/or selling leads or calls to clients who aim to maximize their profits and returns in sales…,None,None,2021-03-09
Consultant / Specialist Neurologist,Abu Dhabi,Emirates Hospital Group,None,We are looking for a Consultant / Specialist Neurologist to join our Neurology Team. Consults with and is consultant to all other members of medical staff as…,None,None,2021-03-10
Sustainability Consultant,Abu Dhabi,Alpin Limited,None,Strong interpersonal skills and ability to work with both clients and consultants; We are looking for a Sustainability Consultant with 1 – 3 years of experience…,None,None,2021-02-21
HR Assistant/Coordinator,Abu Dhabi,Alpin Limited,None,"Administrative and IT Support (General – to be managed in conjunction with IT); We also have commissioning authorities and consultants based in Munich, London,…",None,None,2021-02-21
Digital Principal Consultant - Performance Improvement,Abu Dhabi,NSI & Bluefin Talent,None,"Focusing exclusively on Financial Services, IT and Risk. Digital Principal Consultant - Performance Improvement - UAE A portfolio company in the UAE is growing…",None,None,2021-03-23
Accounting Intern,Abu Dhabi,Alpin Limited,None,"We also have commissioning authorities and consultants based in Munich, London, New York City, and other prominent global locations.",None,None,2021-02-21
Process Safety Engineer,Abu Dhabi,Enerflex,None,"Work with cross-functional teams, so it is vital that they can work with people with various backgrounds. The role serves as a resource for technical staff in…",None,None,2021-03-15
Senior IT Service Desk and Support Engineer,Abu Dhabi,Big Fish Recruitment,None,"IT Service Desk and Support specialist: The IT Support Resource monitors, maintains, installs and configure company End User IT Assets (HW and SW), providing…",Senior,None,2021-02-21
Murex Integration Consultant,Abu Dhabi,Luxoft,None,Navigate through the IT Delivery Process. Manage stakeholders from IT and business. One of our esteemed client in Bangalore is running multiple projects…,None,None,2021-03-16
Environmental Engineer,Abu Dhabi,Green wood,"3,000-5,000","This is the key to finding out what damage to the environment has been done, if any and how exactly it can be fixed. Report findings to superiors and clients:",None,10,2021-02-25
Senior Environmental Consultant,Abu Dhabi,Mott MacDonald,None,"Minimum of eight to ten years of experience as environmental consultant. As the Senior Environmental Consultant, you will fall under the Environmental practice…",Senior,None,2021-02-26
Sustainability Research Internship/Co-op,Abu Dhabi,Alpin Limited,None,"Strong interpersonal skills and ability to work with both clients and consultants; We also have commissioning authorities and consultants based in Munich,…",None,None,2021-02-21
Digital Project Manager - Siemens Advanta,Abu Dhabi,Siemens Industrial LLC,None,"Proactively coach consultants, staffed on your engagement, enabling them to build new capabilities and grow professionally. What else do you need to know?",None,None,2021-03-22
Senior Sustainability Consultant,Abu Dhabi,Alpin Limited,None,Principal Consultant and/or Country Manager. Strong interpersonal skills and ability to work with both clients and consultants; Arabic language is a must;,Senior,None,2021-02-21
Financial Consultant,Abu Dhabi,Nexus Insurance Brokers,None,"If you think you have what it takes to be a part of our award winning team, e-mail your CV to career@nexusadvice.com and quote the job title.",None,None,2021-02-21
QA QC ENGINEER,Abu Dhabi,GULF INDUSTRIAL SERVICES L.L.C,None,Attend materials and work inspections with the client/ consultant and clear comments raised. Capable of being a stand-alone QAQC engineer in such project…,None,None,2021-02-21
Claims Executive,Abu Dhabi,Willis Towers Watson,None,"The claims consultant maintains positive relations with adjusters, clients, co-workers, claimants, producers, Account Executives, Account Managers, and carriers…",None,None,2021-02-21
Executive Business Coordinator,Abu Dhabi,Alpin Limited,None,Monitor all contract extension requests and coordinate with respective consultants for follow up; We also have commissioning authorities and consultants based…,None,None,2021-02-21
SAP Consultant,Al-Ayn,Al Reem Hospico Co.,None,SAP Business One back-end support experience is a MUST. Strong background and knowledge of SAP Modules: Handle AR (Incoming payments) and AP (Outgoing payments)…,None,5,2021-03-08
Power BI consultant,Abu Dhabi,NEXT IT & SYSTEMS,None,Min 5 years of experience in IT application/dashboard development. Worked in at least one power BI project. Should have experience in developing and deploying…,None,None,2021-03-01
SAP TFC Techno Functional Consultants,Abu Dhabi,UKB IT Solutions,None,Experience in working as Fico Functional consultant (Minimum 8 to 10 Years). Experience in working as EAM Functional Consultant (Minimum 8 to 10 Years).,None,None,2021-02-21
Finance Functional Consultant,Abu Dhabi,Mazaya,"25,000-33,000",A reputed organisation is looking out for Arabic speaking Finance Functional Consultant for Abu Dhabi location. Working with Oracle Financials Release 12:,None,None,2021-03-12
Senior Sustainability Consultant (Mechanical/Electrical Engi...,Abu Dhabi,Alpin Limited,None,Strong interpersonal skills and ability to work with both clients and consultants; Personal development and plan to develop skills necessary for promotion to…,Senior,None,2021-02-21
Commissioning Engineer,Abu Dhabi,Alpin Limited,None,"We also have commissioning authorities and consultants based in Munich, London, New York City, and other prominent global locations. Be an Alpin Thought Leader.",None,None,2021-02-21
Marketing & Communications Coordinator Internship (Minimum S...,Abu Dhabi,Alpin Limited,None,"Up-to-date social media and IT skills; We also have commissioning authorities and consultants based in Munich, London, New York City, and other prominent global…",None,None,2021-02-21
Operations Manager,Abu Dhabi,Alpin Limited,None,"Liaise with clients and consultants in person, by phone, e-mail, and fax. Strong interpersonal skills and ability to work with, clients, consultants and other…",None,None,2021-02-21
Recruitment Consultant,Abu Dhabi,Black Pearl Consult,None,Black Pearl is currently growing its team of consultants in Abu Dhabi and Dubai. Obtain detailed assignment information from clients and utilise it to provide…,None,None,2021-02-21
Recruitment Associate,Abu Dhabi,Black Pearl Consult,None,Black Pearl is currently growing its team of consultants in Abu Dhabi. Obtain detailed assignment information from Key Account Manager and utilize it to provide…,None,None,2021-02-21
Marketing & Communications Internship,Abu Dhabi,Alpin Limited,None,"Up-to-date social media and IT skills; We also have commissioning authorities and consultants based in Munich, London, New York City, and other prominent global…",None,None,2021-02-21
HR Intern,Abu Dhabi,Alpin Limited,None,"Administrative and IT Support (General – to be managed in conjunction with IT); We also have commissioning authorities and consultants based in Munich, London,…",None,None,2021-02-21
Strategy& Middle East - Manager,Abu Dhabi,Strategy&,None,"If you believe you have the attributes of a Strategy& consultant, then we invite you to submit an application. It’s the strategy that turns vision into reality.",None,None,2021-02-21
